product_id,product_name,category,price
3c5e5a02-a944-4ad5-b851-97093440ca81,Authentic Chair Fez,Home,4996.14
035b0fb2-f529-4d08-a8b2-d506747bed94,Chic Sneakers Casablanca,Clothing,4952.41
70c2626e-8820-4f8e-aa54-d370995ddee2,Premium Table Marrakech,Home,2224.29
527e3013-6053-49a6-b150-c7903d7e4fca,Eco-Friendly Science Fiction Book Atlas,Books,3129.75
fba961cd-cb82-4acf-aa5b-c0bd929e2821,Chic Football Kasbah,Sports,2968.06
2d1a36b4-09e9-4daa-a2a8-b1017210474b,Chic Scarf Atlas,Clothing,2426.23
be58a235-c595-48cc-bc3d-023a168ac3bd,Traditional Travel Guide Oasis,Books,3462.05
44c16d7b-0d5b-459f-84a2-5aa835c49b0b,Traditional Sneakers Oasis,Clothing,500.6
a215f4fc-8690-428c-9fa9-f13a57127223,Premium Jeans Marrakech,Clothing,4904.15
06c56b55-4d36-457c-bb4d-85c130e327c2,Premium Sofa Casablanca,Home,1388.29
5782d4d2-164e-4b7d-ba53-3a37ebe42475,Elegant Microwave Rabat,Home,3317.43
d9b72cbe-fc59-4407-8f48-375138a95194,Authentic Smartwatch Oasis,Electronics,2974.83
04a33c45-0afa-4280-b028-7f865c81ac59,Eco-Friendly Science Fiction Book Atlas,Books,3359.88
adc428c9-5340-4ea5-bc1f-dc524e174d73,Eco-Friendly Yoga Mat Oasis,Sports,4788.98
68305bcf-3362-46be-8a36-7211337d2627,Premium Tennis Racket Marrakech,Sports,2843.07
81847298-eccf-4da5-bc25-2ebf1aeba3e1,Traditional Smartwatch Casablanca,Electronics,1640.47
c428c486-0efc-4471-a806-a9de827a6b02,Traditional Cookbook Rabat,Books,2163.83
7ee245e7-f858-4dec-88d2-7d2a187a4890,Traditional Football Atlas,Sports,3768.14
ffe39072-a5bd-497b-8fe4-5e8877554fbd,Premium Mystery Novel Rabat,Books,287.55
bac692e7-22e3-4de4-ba2d-bad237917f10,Elegant Football Marrakech,Sports,3038.86
accda1c4-92af-4dfb-9d43-8348593c6f61,Traditional Belt Rabat,Clothing,969.4
02f9b643-4602-478e-8b16-a87541ca9856,Elegant Belt Rabat,Clothing,2169.45
9f22cfa3-e8c2-42c6-a51b-eefc780614d9,Luxury Dumbbells Atlas,Sports,1933.74
c12ffc84-d68d-478b-956d-e53c0b66c4f6,Modern Coffee Maker Marrakech,Home,776.23
41f3dfac-8411-4ee7-a5ed-9416c4500e22,Elegant Belt Atlas,Clothing,1441.36
724be032-0d95-4aa1-8c49-0826d6c3f4aa,Elegant Belt Kasbah,Clothing,231.07
d41b7915-37f8-46e9-86ec-8300f71a0662,Pro Chair Kasbah,Home,3620.76
5b55a67d-ee90-4be7-9677-d67de6da6898,Elegant Blender Oasis,Home,4336.26
7a0850bc-a159-4c8f-86f0-926304d5e60f,Chic Vacuum Cleaner Oasis,Home,3560.71
65f9f41c-479b-464f-a133-6c2df65aed98,Premium Table Fez,Home,4615.46
93d920d4-d16a-4fe1-87b4-f1a104f0ee89,Elegant Vacuum Cleaner Marrakech,Home,101.09
267c310f-0afd-489c-9341-7059a2a61cf0,Pro Jacket Casablanca,Clothing,4791.68
31154d3a-834f-444f-9875-c6d2bf587c73,Modern Sofa Kasbah,Home,613.17
11fd9df5-132c-49e0-bc3c-12f7c0af4a34,Premium T-Shirt Marrakech,Clothing,4663.21
b78540c7-ed27-472c-b998-b95c7ccc009f,Ultimate Headphones Atlas,Electronics,4576.8
4d332481-b747-4dc0-ac05-00f90028984d,Traditional Belt Rabat,Clothing,331.58
32e9589c-b0ce-4ee0-af6b-266cc9e80181,Modern Yoga Mat Oasis,Sports,222.87
02252440-d51f-4ae0-8a04-7b234ec98f11,Premium Running Shoes Rabat,Sports,3259.52
a9f83562-f50c-4137-84d9-6ae2e6fd3683,Luxury Smartwatch Atlas,Electronics,359.55
fa707f48-3a4a-4b6c-915a-6d76e80d9f3b,Pro Laptop Casablanca,Electronics,443.21
447a7414-3c9d-414d-8ace-0f719879c194,Luxury Yoga Mat Oasis,Sports,2978.25
36913dcb-a963-4346-bac2-5dacc12bc940,Premium Jacket Marrakech,Clothing,418.99
40833374-2429-4e1c-8333-10d7e6a928f5,Chic Sofa Atlas,Home,1343.4
7aac29a7-a89b-4371-90d7-9b6946eee964,Pro Sneakers Atlas,Clothing,626.7
6adb548f-3188-47b8-81b4-24dd6a31b200,Premium Tablet Rabat,Electronics,3614.57
aaa38680-d29c-4192-b126-92e4d266401a,Luxury Camera Marrakech,Electronics,617.69
ca67d676-7269-436d-b823-0b3e9c788dc4,Pro Scarf Oasis,Clothing,2018.5
186e57d2-f1ba-4ef4-baaf-b41dd756e39c,Premium Dress Marrakech,Clothing,327.78
c7d66440-7c0e-4837-a267-377de4bb6f49,Authentic Microwave Marrakech,Home,3445.8
3035291d-0778-41cb-86f1-ad1a89b5a44f,Chic Camera Rabat,Electronics,4459.68
5ad2f8fd-38a2-47b7-ac97-241e5eb15fc4,Eco-Friendly Biography Marrakech,Books,700.23
d0e1a3a9-0395-4e0a-b9a3-5fc1d57cc672,Modern Camera Rabat,Electronics,713.85
43f3c5cf-24f0-457c-bc24-9d4400035403,Premium Smartwatch Marrakech,Electronics,3349.17
1004493c-8dbd-42f4-b531-84a5a572e100,Ultimate Sofa Atlas,Home,3442.98
8658d1f9-b56a-424b-9cfd-c057b79ff410,Traditional Biography Kasbah,Books,815.54
a8b5ce33-e60e-4544-8cd4-57307ce96e36,Pro Table Fez,Home,4219.81
ff7a9b05-1e1c-4adb-9d14-807892afcd52,Modern Tennis Racket Casablanca,Sports,1081.15
c41ccaed-9688-4fed-8005-14be59e30a2b,Elegant Laptop Rabat,Electronics,4866.89
743e1f51-9a3c-4d3b-a89c-e7c4b97201fe,Luxury Football Fez,Sports,3167.25
40766f99-06a3-46e4-a7ee-8a845766350d,Elegant Dress Fez,Clothing,2817.31
ca2f1b17-f8f7-42bd-a325-d49b70ddbdb9,Luxury Vacuum Cleaner Kasbah,Home,1828.87
93a7b9cf-13fc-44a2-97bc-7155e8e20ce9,Premium Speaker Oasis,Electronics,801.88
3b7efa3e-1ee4-4649-844e-446b874a5320,Chic Chair Fez,Home,3472.11
7d33739a-6656-4306-b961-a31b1bf6a779,Authentic Self-Help Guide Fez,Books,1877.44
a7a64006-4049-4d0d-ab6e-ca6677c4af7a,Modern Headphones Oasis,Electronics,2842.44
3bca7835-904d-4009-a2f3-2fa6135b9c17,Eco-Friendly Football Kasbah,Sports,4360.57
f22384de-eaad-4c4e-9673-6b3308470f7c,Eco-Friendly Tablet Casablanca,Electronics,3131.0
b89ea32b-af34-4a97-acc5-dd4dcfe78c79,Modern Coffee Maker Fez,Home,591.97
636eb73c-9c16-472c-921c-25af3d752a49,Ultimate Belt Kasbah,Clothing,511.23
8e578f6f-20fd-43b7-9c58-822fbd551d41,Elegant Badminton Racket Atlas,Sports,1824.39
1989a5b6-bc29-41bf-b365-86abfe163b8e,Pro Self-Help Guide Kasbah,Books,3753.04
eab6e8fd-03bb-4a6d-8328-c3dad0ab8a49,Luxury Yoga Mat Rabat,Sports,2700.81
56198e1b-d3b8-4edc-acef-c3909e199ac5,Modern Badminton Racket Marrakech,Sports,816.72
5cd97136-a72b-47d0-8ae5-fad08abe6bcb,Eco-Friendly Dress Fez,Clothing,3155.39
fffca2c4-5b27-4351-8199-01748435a8e9,Premium Coffee Maker Atlas,Home,3399.36
485d6b49-d101-4317-aec1-eeaabc6c011a,Luxury Speaker Rabat,Electronics,666.07
1647fe0a-e0dc-4a29-88fb-3fb89be4436e,Eco-Friendly Tennis Racket Kasbah,Sports,2577.35
4beee525-652b-4775-8df7-e975eedace43,Modern Jeans Atlas,Clothing,2156.1
7fa57f39-8ba1-4275-962b-a8ebfe40babc,Traditional Jacket Fez,Clothing,2638.75
e8aca054-b4ef-4359-8b1e-4bcf92badbcc,Traditional Jacket Atlas,Clothing,557.56
625f4c07-d353-409a-ae4c-7d19061dfc28,Pro Smartwatch Kasbah,Electronics,3237.79
92c50925-86bf-44ce-8629-3ed998ddc5d6,Traditional Badminton Racket Oasis,Sports,4673.67
d020fe65-03ae-4701-8fc2-c72ae6440e8c,Chic Moroccan History Rabat,Books,1373.54
11aab47c-5193-4cde-be9e-8b74e2c36bac,Elegant Vacuum Cleaner Marrakech,Home,168.94
79196db5-9ffa-49fe-bbe9-c7c9627ba12d,Ultimate Dress Atlas,Clothing,4293.84
343dedc3-4411-4246-8888-e01921d654b7,Modern Chair Oasis,Home,1452.27
455ce00e-ef68-41a1-b400-d6e1d89ed064,Authentic Tablet Oasis,Electronics,2266.67
57f6758a-33b0-4dd1-9532-7712fca2dba3,Chic Travel Guide Rabat,Books,460.47
4db555c5-6657-4e0f-936b-ea9664b065d2,Pro Table Casablanca,Home,3513.55
f196ca67-62d1-4949-af53-68c0caf2d9b6,Premium T-Shirt Fez,Clothing,910.03
c6dd7fab-14c5-4bcb-a079-6f85ee4189a7,Pro Sneakers Fez,Clothing,4779.24
eef545b5-0c70-4f30-9d48-21870113ee9d,Luxury Tennis Racket Fez,Sports,4960.75
4df0c683-8db4-4697-b9b9-880acda4afa2,Elegant Self-Help Guide Oasis,Books,1917.12
6680248f-dc77-437f-b2a8-1a3a4ac72af5,Chic Tennis Racket Rabat,Sports,2716.7
5236dc13-317c-418a-8313-cbb3742e6f39,Modern Table Rabat,Home,2916.23
05507dec-3073-45ca-8fae-3a1cf3910ecb,Ultimate Running Shoes Fez,Sports,3065.55
2c06665b-a37b-4228-9e67-a87a9693fd80,Modern Football Oasis,Sports,3960.98
a89aa81f-173f-4dc6-a9ef-0d5971af3c97,Pro Camera Rabat,Electronics,3274.7
ffeb1bad-65d3-4472-aa27-eae2a57176e3,Modern Headphones Fez,Electronics,2532.51
b3e93c9b-bcd1-46ab-953d-e3c59b098db4,Traditional Laptop Oasis,Electronics,1126.9
6252bf30-578a-48a3-b2d5-e2502f0f9a56,Ultimate Football Atlas,Sports,2480.27
80fce44c-c01b-4394-b925-0578568be681,Modern Cookbook Rabat,Books,2604.35
dcf1b97c-1cc9-43be-b81a-cdf3500bc358,Chic Biography Atlas,Books,2272.39
fc7efa92-7e9a-444e-af98-031c12e56336,Luxury T-Shirt Fez,Clothing,3136.99
6fec78fb-4ee5-40ee-a9ed-8f2ab7a387c9,Authentic Laptop Oasis,Electronics,955.8
797c667d-a6e9-49b5-8810-3ff44f0071ce,Luxury Coffee Maker Casablanca,Home,1829.66
442ea1e3-b11f-41ac-b000-1f3e9152f805,Luxury Yoga Mat Rabat,Sports,1869.16
b63ba831-1cfb-4c3f-af5c-4e9b79564738,Premium Dress Atlas,Clothing,3802.48
196860c8-6d00-4c2e-b8b4-712fdcd32272,Eco-Friendly Scarf Marrakech,Clothing,1292.63
96b5d497-8c7c-4fcb-831c-224f369c8538,Traditional Basketball Fez,Sports,1190.65
3940d831-cd63-461f-b420-1521f516be8c,Modern Jacket Atlas,Clothing,1935.59
f9bce6c0-2b26-4080-b684-52fb10681d6f,Chic Jeans Atlas,Clothing,1205.9
91030b15-cc0c-42c6-9f69-2674f82a9fa4,Modern Headphones Marrakech,Electronics,1773.82
556d1bf1-6149-43d3-863a-090974a90670,Ultimate Cookbook Rabat,Books,1895.46
80c707ac-2b51-4783-84c5-b2ec61788f9f,Ultimate Microwave Oasis,Home,844.08
47f1caa5-b14a-4d31-904d-652c6f042d25,Pro Vacuum Cleaner Oasis,Home,350.58
1db6dbb8-d4c7-4a7c-87c4-4f36ace3d7f7,Premium Moroccan History Fez,Books,2050.22
b652194d-e950-4af7-b775-b2e8e6d362d6,Chic Dumbbells Fez,Sports,1928.72
f044e887-67f1-4885-a67a-8a14d4fd098f,Premium Coffee Maker Marrakech,Home,1001.63
891d8790-54e7-4180-b075-0c88f5039c48,Elegant Scarf Kasbah,Clothing,3198.25
07439b12-b592-4630-a92b-205790da9d18,Pro Science Fiction Book Casablanca,Books,3534.83
31443092-002e-4c07-a8ea-4b491a8d39f2,Elegant Tennis Racket Atlas,Sports,4305.91
4e5923a2-1db2-4fba-882f-856d2b8d288a,Authentic Jeans Oasis,Clothing,4056.6
841ddc14-46d7-41f1-9516-9aa7672ad439,Premium Sofa Kasbah,Home,3415.57
9d61168f-ddc6-488e-a7c5-a1dc3b7f4019,Luxury Belt Fez,Clothing,609.83
3861bb5d-c714-4d0c-8b93-c17b73cc3ba3,Modern Sneakers Oasis,Clothing,2393.67
f1c01e31-881a-4e89-87a7-e8b94a85aaf0,Premium Dress Rabat,Clothing,4496.69
a1d9eedf-a789-4f20-89b8-8a73a3a4c77c,Authentic Jacket Kasbah,Clothing,2299.83
0bdf9758-e92c-4e16-9f64-beb578d07f93,Pro Smartwatch Oasis,Electronics,4386.3
0937ee6a-b28f-47e5-9bdf-e278ff898ca7,Pro Yoga Mat Marrakech,Sports,2310.31
3e1a3f8f-c7bb-4115-9690-627da9692e96,Premium Self-Help Guide Marrakech,Books,1060.77
f27c4c14-f122-414a-8b6b-2c28261d4cd6,Authentic Sofa Kasbah,Home,1673.79
06756ded-2097-4e36-91c8-ce5d96315270,Authentic Laptop Casablanca,Electronics,4684.58
29e89c4e-d520-4e09-a260-5ad4b4ead45f,Elegant Football Kasbah,Sports,4728.69
10562959-5b8f-45ac-93ef-6bb90524bf07,Premium Chair Oasis,Home,2527.08
625804f3-98bd-42e9-9371-a292267155de,Luxury Sofa Atlas,Home,1126.08
90d1be07-422e-47f7-8897-05f8d354b2b0,Chic Sneakers Casablanca,Clothing,4024.03
4d02efbf-d81d-459a-90ff-7114805cb5f5,Ultimate Yoga Mat Rabat,Sports,2335.25
fb3f32ca-03a4-4196-89c8-8ae781ede305,Ultimate Chair Fez,Home,2902.01
1b17740b-d785-4987-b5cf-e638868f6e76,Pro Jacket Kasbah,Clothing,85.63
92d8405a-3ef0-40d9-b3e2-b519466706d7,Premium Coffee Maker Fez,Home,4633.44
047cc0e7-f045-474c-8ed0-5fc9c315073d,Pro Table Atlas,Home,2602.82
0bcc460d-f2a8-40c2-ba11-a41b90701f47,Pro Phone Atlas,Electronics,4910.87
9168e059-02a7-4484-b6d1-57c2d6754348,Eco-Friendly Blender Casablanca,Home,4107.37
5cf98513-9a63-4f54-9262-179ee02119d0,Authentic Phone Rabat,Electronics,4783.63
2c215f55-d1b2-4f2e-bb5f-8681a73d3e98,Traditional Microwave Fez,Home,1019.09
2f3046a5-fb75-4877-a814-7d9ed42e20b4,Modern Belt Kasbah,Clothing,192.39
6c23a152-c751-42b8-96ef-ace06de273b8,Elegant Sofa Oasis,Home,3232.62
7c071547-5a44-4a23-9007-76c58a100cab,Eco-Friendly Camera Casablanca,Electronics,1817.52
aa26e321-9553-4930-b6ef-2648bc9d3eb9,Chic Tennis Racket Atlas,Sports,1749.34
4896de10-b844-4e96-92e7-ed21138f715f,Chic Tennis Racket Marrakech,Sports,1457.2
24ab64ea-a9c2-466c-96e7-d09a24ff7b36,Ultimate Yoga Mat Marrakech,Sports,4246.86
d233b5dc-0d5a-4d3d-830d-58456228c501,Ultimate Jeans Kasbah,Clothing,4978.11
fb482c77-8502-48c1-bf19-5556c5dba98b,Modern Jeans Rabat,Clothing,3337.39
bbfe1e8d-c933-45fb-8bd0-7c3655d61f9d,Eco-Friendly Tablet Kasbah,Electronics,1709.37
c9a26bdf-3f5c-4a99-97b0-de21497941ab,Chic Belt Marrakech,Clothing,656.11
ccfa7a6e-4a4b-4d39-a762-e90561bd8a62,Luxury Speaker Marrakech,Electronics,1510.17
c23232b5-5e7c-4e89-b366-51396ce92783,Elegant Dumbbells Casablanca,Sports,1545.15
e1961f7c-3c4a-41ce-bf70-f30dba142806,Authentic Dumbbells Atlas,Sports,1591.26
0d514318-ff77-42db-900c-4cd689261817,Elegant Blender Atlas,Home,4249.22
1e4704de-32e1-4f66-9780-ebdf4cc03356,Authentic Science Fiction Book Casablanca,Books,1805.1
af3fda47-0897-435c-9190-c192b8645a14,Ultimate Jeans Kasbah,Clothing,63.68
af4b7577-0312-46f7-978e-64315a11c8ae,Elegant Football Marrakech,Sports,4792.71
302e3f55-5e9b-4ce2-868d-4a25fff36902,Pro Chair Marrakech,Home,3220.23
dac31fc2-f817-49c6-b493-8fb1981b796b,Ultimate Smartwatch Fez,Electronics,4247.9
3ac27d20-f2b6-4304-a480-645f9974c856,Ultimate Basketball Atlas,Sports,3857.67
892d63dd-cd88-4e41-b43f-8a65024a7dc2,Authentic Camera Marrakech,Electronics,51.68
1c1ebf8e-73ea-467b-bcee-defde77bf63f,Chic Tennis Racket Atlas,Sports,3662.12
d5ce0626-1b7e-4986-9f31-b5539b2ecc1e,Pro Headphones Marrakech,Electronics,2480.47
14be6240-e3d5-4a7c-963c-c97988545a18,Premium Chair Casablanca,Home,4816.71
9df116d0-4905-4cca-af13-4cf6b113ccc4,Premium Coffee Maker Atlas,Home,4887.57
6401ba63-ce31-412d-80f3-bba0193d9d80,Modern Coffee Maker Kasbah,Home,896.01
c8a21d69-b27b-4948-9045-1715508b6932,Pro Sneakers Oasis,Clothing,4251.69
affe14e0-509f-4554-8f97-a1d585721d94,Chic Smartwatch Rabat,Electronics,2394.18
33876162-9be6-402c-a4bb-248702161001,Elegant Blender Oasis,Home,937.78
dc593640-bdc8-404f-b99a-05f883cf985c,Traditional Vacuum Cleaner Rabat,Home,391.78
a194dc59-1534-4821-91b9-3d3697ef362b,Eco-Friendly Football Oasis,Sports,1982.89
f9303071-7da5-46dc-8d4a-4281703e4f4a,Pro Biography Atlas,Books,3761.74
6cd7738b-683f-4a39-9f17-477ba73c32a8,Chic Jacket Rabat,Clothing,2283.71
3a4d917b-1b8a-4438-b0d4-05f7a1f87eeb,Pro Dress Atlas,Clothing,1575.56
89751ddf-65fd-42cd-971a-97fae444cc4c,Luxury Dumbbells Fez,Sports,809.84
f3f26f7e-c151-429a-a11f-5a5a96e6450e,Traditional Yoga Mat Rabat,Sports,2745.62
60ae1424-03aa-4766-8b30-8b0730365746,Ultimate Speaker Casablanca,Electronics,4406.03
b325a908-547a-470b-91ad-3d4c531c7467,Modern Self-Help Guide Oasis,Books,4703.9
3893d34d-b015-457a-869e-7c009d12763f,Luxury Chair Fez,Home,1366.86
c0eeb9e4-dc59-4c88-ab79-5517e7e2dfad,Eco-Friendly Jacket Marrakech,Clothing,1627.59
8239df67-ae04-487e-a4e4-4b620a3c8f26,Pro Phone Fez,Electronics,3322.8
f117cccf-598d-4b6b-a028-10693a9f2633,Elegant Basketball Marrakech,Sports,794.54
ada9c459-a824-42b4-bc10-0548a1970279,Elegant Laptop Atlas,Electronics,2540.85
53285e30-d546-402d-9a4b-c6d436e88569,Traditional Scarf Marrakech,Clothing,3081.2
884be1bf-76ee-41d5-ab08-a6f131c06121,Traditional Sofa Atlas,Home,2533.61
997eea69-c16e-47b1-95b0-1a6b70d38a8a,Chic Mystery Novel Oasis,Books,632.32
b77a6d2a-07e2-4b47-ad91-67427fa4afb5,Ultimate Microwave Oasis,Home,2095.02
002d5f77-c5e3-496f-aed5-1793a9f779f1,Luxury Mystery Novel Casablanca,Books,4094.61
5bc74b13-2ff1-4d8d-900b-41ec3b236640,Traditional Sofa Oasis,Home,461.33
75f3c1ec-fc22-46e7-ad44-955120ffcc3a,Modern Phone Rabat,Electronics,328.66
24977727-e86d-4f99-ac06-a59ba4cd4150,Luxury Science Fiction Book Atlas,Books,1324.48
618b07bc-7656-4dc7-88b6-3c4757891dc4,Pro Sneakers Marrakech,Clothing,684.74
20d85ac2-02b8-45fc-9c24-825fbc0a0afb,Eco-Friendly Camera Oasis,Electronics,2491.95
bb76ad4e-9e93-49dc-851a-e4454bdd02c6,Authentic Coffee Maker Kasbah,Home,1202.75
e875f40d-981c-4c11-aa3d-7fcf1da8b60d,Premium Travel Guide Kasbah,Books,3148.81
13c0a703-7d9d-4617-ae87-78fe8fe58ba0,Ultimate Laptop Marrakech,Electronics,1338.87
75255392-e554-43f6-9bf1-37854b8365ad,Modern Speaker Fez,Electronics,4212.71
3fe92080-6128-48ce-aeeb-1594e99cbd27,Chic Yoga Mat Casablanca,Sports,2391.33
49aaf7d4-c2e2-4831-82e3-fd4efbf8ac1e,Premium Blender Oasis,Home,3541.83
f3404433-8b19-4e08-85cd-a88bccb34372,Pro Tennis Racket Atlas,Sports,2966.22
971840ac-f972-45d9-9942-ce720d7ad3f0,Eco-Friendly Cookbook Atlas,Books,606.36
cca11ea9-7a7d-486b-9a7a-b5e7a38e21ef,Chic Headphones Fez,Electronics,2085.3
3e2ea32e-e7be-4276-aeb8-b19230537418,Elegant Laptop Casablanca,Electronics,3222.67
8c54df9a-af36-4143-a1d8-da10f70024bb,Chic Football Kasbah,Sports,1124.74
7c2c392c-ff0d-4c91-8286-b7a127c82d9f,Ultimate Cookbook Oasis,Books,635.02
99270849-b5d9-4a8b-8050-2d4946b3642c,Eco-Friendly Scarf Oasis,Clothing,507.11
aa0dd72e-c944-4802-a5e2-22d16198003c,Traditional Sneakers Rabat,Clothing,1376.58
a13dbeee-8db6-4f48-897c-2113390d7901,Pro Science Fiction Book Atlas,Books,572.35
521a376f-b0e8-4aac-bd6d-6e9771e5aae1,Pro Running Shoes Kasbah,Sports,2305.34
1f198cdf-8199-4cf4-8ea2-5fd2347af5b0,Elegant Yoga Mat Casablanca,Sports,4674.68
8282daa7-95f1-44fe-a319-aec9457f4e6a,Pro Cookbook Oasis,Books,4312.12
eb254b3d-89e8-436f-a502-27f04ca50682,Elegant Dumbbells Kasbah,Sports,2496.72
fa7bd176-db8f-4012-a4f1-1cbd87bc5fec,Modern Travel Guide Casablanca,Books,1593.52
b0cef601-523d-49c1-a4e7-06830cdb11cc,Ultimate Basketball Rabat,Sports,480.72
dc3cb442-7a91-4584-a447-94531d30ec9d,Modern T-Shirt Atlas,Clothing,808.14
985be2a2-2948-4cca-80d2-5c33a0b198fd,Pro Speaker Casablanca,Electronics,4724.76
35bc1ab6-3cab-4058-96c1-a02b9b4acd3a,Modern Table Kasbah,Home,1108.67
3c5bc234-cc5e-404e-b076-d513deff83a2,Traditional Phone Atlas,Electronics,3895.67
a6168a13-0962-44e2-93de-1b6bd1e0ad2a,Pro Camera Fez,Electronics,2595.98
8d10acc5-eda4-4788-9e8d-7877a221a4cb,Premium Phone Kasbah,Electronics,3577.15
debc30de-16f0-4370-9059-59ccb5e02037,Ultimate Football Marrakech,Sports,1698.98
3343397e-b516-41c1-ab8d-5ca070b35696,Pro Blender Kasbah,Home,1585.5
57d0c01f-839d-4e43-9814-a074035667dc,Eco-Friendly Biography Casablanca,Books,3269.47
7d739e66-9649-4c9a-939f-37f5008a0a1b,Luxury T-Shirt Marrakech,Clothing,2641.82
78adeca6-1fe9-4ff1-ad3f-09b9eb176cfc,Traditional Yoga Mat Marrakech,Sports,1484.35
cfdf291a-b0fe-4893-a784-2c16e2386663,Ultimate Badminton Racket Fez,Sports,4320.51
2a88eb81-eea4-43f2-b164-4aa2ea8b3b36,Authentic Camera Oasis,Electronics,3167.24
06a88c30-f2a6-46fa-bb4e-816034f0f960,Premium Vacuum Cleaner Kasbah,Home,295.78
e304d1de-fb59-41ca-b368-706101e5d75a,Premium Jeans Fez,Clothing,2984.63
f7320907-d1fe-4c3e-a2aa-a72d3d95c616,Eco-Friendly Tennis Racket Casablanca,Sports,1924.74
67ad904f-9cce-4693-9b55-2ae1b7920fe3,Elegant Coffee Maker Marrakech,Home,4315.42
5dd9090f-d4bf-4c2e-b3ad-80e011587503,Ultimate Yoga Mat Casablanca,Sports,1033.28
5e557519-05c1-4e84-8ee1-af4a9b323a3c,Authentic Speaker Kasbah,Electronics,3425.53
4be7e240-2296-4921-bf95-b0b48dbbec0c,Authentic Laptop Oasis,Electronics,2013.39
2d8491b2-efdd-4b0f-9815-c31095a8615d,Chic Tennis Racket Rabat,Sports,2842.42
22da784b-1e13-4ec2-bc75-8f434529cc79,Authentic Mystery Novel Rabat,Books,4202.75
79bde143-806c-4528-993c-c965e2fc978f,Elegant Cookbook Rabat,Books,3602.46
4ea838c1-2807-4813-aa76-49f511a0729c,Pro Biography Marrakech,Books,2907.33
ec14241c-af7a-4549-9a62-64ddc926f40c,Eco-Friendly Chair Marrakech,Home,1687.77
5fb56be5-8e9a-4714-92c6-04fbd1b327e3,Elegant Vacuum Cleaner Atlas,Home,1162.46
8d407864-b151-44a0-aacd-597b239cf2e5,Premium Dumbbells Kasbah,Sports,3083.08
77dc00a5-b42b-41a3-acfd-e047df1e4897,Pro Jacket Casablanca,Clothing,3103.94
8c441e6f-7e44-41d1-9767-0107054dd466,Traditional Football Atlas,Sports,4408.58
4a347498-6861-4dbb-8c86-06663666a3be,Pro Science Fiction Book Casablanca,Books,3583.07
b52d205d-aaf1-440f-b172-67e1d6b3b1f1,Traditional Yoga Mat Kasbah,Sports,1000.06
449ae578-79d6-4482-a880-f0737fa4d675,Ultimate Tennis Racket Fez,Sports,3735.47
70380c5a-aab1-4158-80cf-646e80b5211c,Premium Football Marrakech,Sports,3438.91
7346f6e8-09f9-4469-ba78-77581da68fab,Eco-Friendly Microwave Casablanca,Home,2127.56
68766296-0aab-4a9f-b97c-f90efdd20ca2,Elegant Scarf Kasbah,Clothing,3157.34
ebd7a74e-a73c-4b4b-bc97-a378e2659b43,Modern Headphones Atlas,Electronics,4619.19
f692c8db-a0ce-4172-96ec-3d2342632ba9,Eco-Friendly Basketball Fez,Sports,1562.13
9c143071-6367-4830-bc5a-dd001eb98b36,Ultimate Belt Marrakech,Clothing,2036.93
